start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,bat_landing_number2,food_availability2,rat_minutes2,rat_arrival_number2,table_2_time,table_2_time_2
2018-05-06 01:58,3.0,rat,2018-05-06 01:56,2018-05-06 02:10,118,1,0,5,2018-05-05 19:24,6.581666667,1,26,3.0,13.61666667,1,,,,,2018-05-06 01:54,
2018-05-06 01:58,1.0,rat,2018-05-06 01:56,2018-05-06 02:10,116,1,0,5,2018-05-05 19:24,6.581111111,1,26,3.0,13.61666667,1,,,,,2018-05-06 01:54,
2018-05-06 02:00,27.0,bat_fight_and_rat,2018-05-06 01:56,2018-05-06 02:10,210,1,0,5,2018-05-05 19:24,6.607222222,1,26,3.0,13.61666667,1,,,,,2018-05-06 01:54,
2018-05-06 02:00,16.0,bat_fight,2018-05-06 01:56,2018-05-06 02:10,202,1,0,5,2018-05-05 19:24,6.605,1,26,3.0,13.61666667,1,,,,,2018-05-06 01:54,
2018-05-06 02:01,0.092315438,rat,2018-05-06 01:56,2018-05-06 02:10,270,1,0,5,2018-05-05 19:24,6.623888889,1,26,3.0,13.61666667,1,,,,,2018-05-06 01:54,
2018-05-06 02:07,16.0,rat,2018-05-06 01:56,2018-05-06 02:10,657,1,0,5,2018-05-05 19:24,6.731388889,1,26,3.0,13.61666667,1,,,,,2018-05-06 01:54,
2018-05-06 02:09,5.0,rat,2018-05-06 01:56,2018-05-06 02:10,783,1,0,5,2018-05-05 19:24,6.766388889,1,26,3.0,13.61666667,1,,,,,2018-05-06 01:54,
2018-05-06 03:16,12.0,pick_bat,2018-05-06 03:10,2018-05-06 03:16,377,1,1,5,2018-05-05 19:24,7.871944444,1,15,3.0,7.05,2,,,,,2018-05-06 02:54,
2018-05-06 03:39,1.0,rat,2018-05-06 03:30,2018-05-06 03:46,557,1,0,5,2018-05-05 19:24,8.263888889,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 03:39,1.0,fast,2018-05-06 03:30,2018-05-06 03:46,536,0,1,5,2018-05-05 19:24,8.258055556,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 03:40,2.0,fast,2018-05-06 03:30,2018-05-06 03:46,581,0,1,5,2018-05-05 19:24,8.270555556,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 03:42,0.0892831,,2018-05-06 03:30,2018-05-06 03:46,729,0,0,5,2018-05-05 19:24,8.311666667,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 03:42,12.0,rat,2018-05-06 03:30,2018-05-06 03:46,721,1,0,5,2018-05-05 19:24,8.309444444,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 03:42,1.0,fast,2018-05-06 03:30,2018-05-06 03:46,733,0,1,5,2018-05-05 19:24,8.312777778,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 03:42,3.0,fast,2018-05-06 03:30,2018-05-06 03:46,737,0,1,5,2018-05-05 19:24,8.313888889,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 03:43,50.0,rat_pick,2018-05-06 03:30,2018-05-06 03:46,802,1,1,5,2018-05-05 19:24,8.331944444,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 03:46,1.0,fast,2018-05-06 03:30,2018-05-06 03:46,935,0,1,5,2018-05-05 19:24,8.368888889,1,27,3.0,15.61666667,1,,,,,2018-05-06 03:24,
2018-05-06 04:32,37.0,rat_and_rat,2018-05-06 04:29,2018-05-06 04:32,188,1,0,5,2018-05-05 19:24,9.138611111,1,8,2.35,3.416666667,1,,,,,2018-05-06 04:24,
2018-05-06 05:07,1.0,fast,2018-05-06 04:54,2018-05-06 05:11,737,0,1,5,2018-05-05 19:24,9.717222222,1,19,2.011290323,17.68333333,6,,,,,2018-05-06 04:54,
2018-05-06 05:07,5.0,rat,2018-05-06 04:54,2018-05-06 05:11,756,1,0,5,2018-05-05 19:24,9.7225,1,19,2.011290323,17.68333333,6,,,,,2018-05-06 04:54,
2018-05-06 05:08,8.0,pick,2018-05-06 04:54,2018-05-06 05:11,808,0,1,5,2018-05-05 19:24,9.736944444,1,19,2.011290323,17.68333333,6,,,,,2018-05-06 04:54,
2018-05-06 05:08,11.0,,2018-05-06 04:54,2018-05-06 05:11,845,0,0,5,2018-05-05 19:24,9.747222222,1,19,2.011290323,17.68333333,6,,,,,2018-05-06 04:54,
2018-05-06 05:09,18.0,,2018-05-06 04:54,2018-05-06 05:11,861,0,0,5,2018-05-05 19:24,9.751666667,1,19,2.011290323,17.68333333,6,,,,,2018-05-06 04:54,
2018-05-06 05:09,6.0,,2018-05-06 04:54,2018-05-06 05:11,882,0,0,5,2018-05-05 19:24,9.7575,1,19,2.011290323,17.68333333,6,,,,,2018-05-06 04:54,
2018-05-06 05:28,19.0,rat,2018-05-06 05:26,2018-05-06 05:28,91,1,0,5,2018-05-05 19:24,10.07083333,1,13,2.0,1.866666667,1,,,,,2018-05-06 05:24,
2018-05-06 23:55,4.0,rat,2018-05-06 23:44,2018-05-06 23:55,629,1,0,5,2018-05-06 19:24,4.518888889,1,13,3.0,1.95,1,,,,,2018-05-06 23:54,
2018-05-07 02:28,5.0,"243.6,235.6,432.2,329.8; 559.0,244.0,622.0,395.0",2018-05-07 02:27,2018-05-07 02:39,45,0,0,5,2018-05-06 19:24,7.067777778,1,14,3.0,24.4,4,,,,,2018-05-07 02:24,
2018-05-07 03:16,10.0,bat_fight,2018-05-07 03:12,2018-05-07 03:16,234,1,0,5,2018-05-06 19:24,7.870833333,1,27,3.0,4.066666667,1,,,,,2018-05-07 02:54,
2018-05-07 03:16,30.0,bat_fight_rat,2018-05-07 03:12,2018-05-07 03:16,221,1,0,5,2018-05-06 19:24,7.867222222,1,27,3.0,4.066666667,1,,,,,2018-05-07 02:54,
2018-05-07 03:45,23.0,rat,2018-05-07 03:38,2018-05-07 03:54,423,1,0,5,2018-05-06 19:24,8.3525,1,11,3.0,27.0,4,13.0,2.88856305,2.083333333,5.0,2018-05-07 03:24,2018-05-07 03:54
2018-05-07 04:28,2.0,rat,2018-05-07 04:25,2018-05-07 04:36,158,1,0,5,2018-05-06 19:24,9.072777778,1,14,2.381818182,25.78333333,3,,,,,2018-05-07 04:24,
2018-05-07 04:29,50.0,rat_pick,2018-05-07 04:25,2018-05-07 04:36,252,1,1,5,2018-05-06 19:24,9.098888889,1,14,2.381818182,25.78333333,3,,,,,2018-05-07 04:24,
2018-05-07 04:29,5.0,other_bats,2018-05-07 04:25,2018-05-07 04:36,203,1,0,5,2018-05-06 19:24,9.085277778,1,14,2.381818182,25.78333333,3,,,,,2018-05-07 04:24,
2018-05-07 04:44,42.0,rat,2018-05-07 04:43,2018-05-07 04:46,108,1,0,5,2018-05-06 19:24,9.3475,1,14,2.381818182,25.78333333,3,,,,,2018-05-07 04:24,
2018-05-07 05:32,10.0,pick,2018-05-07 05:30,2018-05-07 05:42,149,0,1,5,2018-05-06 19:24,10.14583333,1,13,2.0,22.43333333,3,,,,,2018-05-07 05:24,
2018-05-07 05:33,2.0,rat,2018-05-07 05:30,2018-05-07 05:42,187,1,0,5,2018-05-06 19:24,10.15638889,1,13,2.0,22.43333333,3,,,,,2018-05-07 05:24,
2018-05-08 01:03,4.0,rat,2018-05-08 01:02,2018-05-08 01:03,78,1,0,5,2018-05-07 19:25,5.644166667,1,38,2.008201203,1.383333333,1,,,,,2018-05-08 00:55,
2018-05-08 02:33,2.0,fast,2018-05-08 02:33,2018-05-08 02:35,48,0,1,5,2018-05-07 19:25,7.147777778,1,59,2.0,2.766666667,1,,,,,2018-05-08 02:25,
2018-05-08 02:35,5.0,rat,2018-05-08 02:33,2018-05-08 02:35,161,1,0,5,2018-05-07 19:25,7.179166667,1,59,2.0,2.766666667,1,,,,,2018-05-08 02:25,
2018-05-08 02:35,7.0,pick,2018-05-08 02:33,2018-05-08 02:35,123,0,1,5,2018-05-07 19:25,7.168611111,1,59,2.0,2.766666667,1,,,,,2018-05-08 02:25,
2018-05-09 01:39,31.0,pick,2018-05-09 01:35,2018-05-09 01:39,230,0,1,5,2018-05-08 19:26,6.223055556,1,27,0.0,4.35,1,,,,,2018-05-09 01:26,
2018-05-09 02:33,3.0,bat_rat,2018-05-09 02:33,2018-05-09 02:39,10,1,0,5,2018-05-08 19:26,7.122777778,1,52,0.0,6.666666667,1,,,,,2018-05-09 02:26,
2018-05-09 02:34,2.0,fast,2018-05-09 02:33,2018-05-09 02:39,61,0,1,5,2018-05-08 19:26,7.136944444,1,52,0.0,6.666666667,1,,,,,2018-05-09 02:26,
2018-05-09 02:35,1.0,fast,2018-05-09 02:33,2018-05-09 02:39,132,0,1,5,2018-05-08 19:26,7.156666667,1,52,0.0,6.666666667,1,,,,,2018-05-09 02:26,
2018-05-09 02:35,4.0,pick,2018-05-09 02:33,2018-05-09 02:39,137,0,1,5,2018-05-08 19:26,7.158055556,1,52,0.0,6.666666667,1,,,,,2018-05-09 02:26,
2018-05-09 02:35,5.0,pick,2018-05-09 02:33,2018-05-09 02:39,144,0,1,5,2018-05-08 19:26,7.16,1,52,0.0,6.666666667,1,,,,,2018-05-09 02:26,
2018-05-09 02:38,21.0,pick,2018-05-09 02:33,2018-05-09 02:39,318,0,1,5,2018-05-08 19:26,7.208333333,1,52,0.0,6.666666667,1,,,,,2018-05-09 02:26,
2018-05-09 02:39,23.0,pick,2018-05-09 02:33,2018-05-09 02:39,378,0,1,5,2018-05-08 19:26,7.225,1,52,0.0,6.666666667,1,,,,,2018-05-09 02:26,
2018-05-09 02:39,7.0,pick,2018-05-09 02:33,2018-05-09 02:39,367,0,1,5,2018-05-08 19:26,7.221944444,1,52,0.0,6.666666667,1,,,,,2018-05-09 02:26,
2018-05-09 03:23,1.0,fast,2018-05-09 03:21,2018-05-09 03:30,78,0,1,5,2018-05-08 19:26,7.953888889,1,34,0.0,4.066666667,1,29.0,0.0,4.933333333,1.0,2018-05-09 02:56,2018-05-09 03:26
2018-05-09 03:29,8.0,rat,2018-05-09 03:21,2018-05-09 03:30,483,1,0,5,2018-05-08 19:26,8.066388889,1,29,0.0,4.933333333,1,,,,,2018-05-09 03:26,
2018-05-09 03:30,8.0,rat,2018-05-09 03:21,2018-05-09 03:30,530,1,0,5,2018-05-08 19:26,8.079444444,1,29,0.0,4.933333333,1,,,,,2018-05-09 03:26,
2018-05-10 03:13,3.0,fast,2018-05-10 03:13,2018-05-10 03:17,31,0,1,5,2018-05-09 19:26,7.794166667,1,12,3.0,4.116666667,1,,,,,2018-05-10 02:56,
2018-05-10 04:44,3.0,rat,2018-05-10 04:43,2018-05-10 04:48,29,1,0,5,2018-05-09 19:26,9.301111111,1,14,2.359375,5.55,2,,,,,2018-05-10 04:26,
2018-05-10 04:44,44.0,rat_and_pick,2018-05-10 04:43,2018-05-10 04:48,66,1,1,5,2018-05-09 19:26,9.311388889,1,14,2.359375,5.55,2,,,,,2018-05-10 04:26,
2018-05-10 22:09,4.0,fast,2018-05-10 22:08,2018-05-10 22:13,15,0,1,5,2018-05-10 19:27,2.702222222,1,36,3.0,4.383333333,1,,,,,2018-05-10 21:57,
2018-05-10 22:10,1.0,fast,2018-05-10 22:08,2018-05-10 22:13,105,0,1,5,2018-05-10 19:27,2.727222222,1,36,3.0,4.383333333,1,,,,,2018-05-10 21:57,
2018-05-10 22:12,24.0,rat,2018-05-10 22:08,2018-05-10 22:13,228,1,0,5,2018-05-10 19:27,2.761388889,1,36,3.0,4.383333333,1,,,,,2018-05-10 21:57,
2018-05-10 22:12,7.0,rat,2018-05-10 22:08,2018-05-10 22:13,218,1,0,5,2018-05-10 19:27,2.758611111,1,36,3.0,4.383333333,1,,,,,2018-05-10 21:57,
2018-05-10 23:57,22.0,rat,2018-05-10 23:55,2018-05-11 00:02,87,1,0,5,2018-05-10 19:27,4.505833333,1,32,3.0,5.783333333,1,,,,,2018-05-10 23:57,
2018-05-11 02:12,10.0,,2018-05-11 02:10,2018-05-11 02:12,91,0,0,5,2018-05-10 19:27,6.753888889,1,29,2.819243604,4.716666667,2,,,,,2018-05-11 01:57,
2018-05-11 02:45,2.0,rat,2018-05-11 02:35,2018-05-11 02:47,627,1,0,5,2018-05-10 19:27,7.314722222,1,12,2.310344828,25.1,2,,,,,2018-05-11 02:27,
2018-05-11 02:46,21.0,pick_and_rat,2018-05-11 02:35,2018-05-11 02:47,670,1,1,5,2018-05-10 19:27,7.326666667,1,12,2.310344828,25.1,2,,,,,2018-05-11 02:27,
2018-05-11 02:47,8.0,pick_and_rat,2018-05-11 02:35,2018-05-11 02:47,705,1,1,5,2018-05-10 19:27,7.336388889,1,12,2.310344828,25.1,2,,,,,2018-05-11 02:27,
2018-05-11 04:30,8.0,rat,2018-05-11 04:25,2018-05-11 04:36,331,1,0,5,2018-05-10 19:27,9.059444444,1,15,2.0,6.983333333,2,,,,,2018-05-11 04:27,
2018-05-13 22:40,8.0,rat_pick,2018-05-13 22:38,2018-05-13 22:40,118,1,1,5,2018-05-13 19:29,3.194166667,1,16,3.099320883,5.1,3,,,,,2018-05-13 22:29,
2018-05-14 00:10,81.0,"380.6,321.1,550.6,477.5; 263.0,267.0,421.0,435.0",2018-05-14 00:10,2018-05-14 00:31,43,0,0,5,2018-05-13 19:29,4.696111111,1,2,3.0,32.46666667,3,42.0,3.0,4.633333333,2.0,2018-05-13 23:59,2018-05-14 00:29
2018-05-14 01:24,26.0,bat,2018-05-14 01:16,2018-05-14 01:30,482,1,0,5,2018-05-13 19:29,5.929166667,1,26,3.0,17.26666667,2,37.0,3.0,1.55,1.0,2018-05-14 00:59,2018-05-14 01:29
2018-05-14 03:36,14.0,fast,2018-05-14 03:34,2018-05-14 03:45,140,0,1,5,2018-05-13 19:29,8.131944444,1,24,3.0,11.1,1,,,,,2018-05-14 03:29,
2018-05-14 05:42,4.0,bat,2018-05-14 05:41,2018-05-14 05:43,11,1,0,5,2018-05-13 19:29,10.21861111,1,6,3.0,3.883333333,2,,,,,2018-05-14 05:29,
2018-05-17 03:26,14.0,rat,2018-05-17 03:24,2018-05-17 03:26,111,1,0,5,2018-05-16 19:31,7.918055556,1,42,1.809384164,2.1,1,,,,,2018-05-17 03:01,
2018-05-17 19:16,0.068724243,,2018-05-17 19:14,2018-05-17 19:16,121,0,0,5,2018-05-17 19:32,-0.261666667,1,15,3.721311475,9.2,2,,,,,2018-05-17 19:02,
2018-05-17 22:46,9.0,rat,2018-05-17 22:41,2018-05-17 22:48,252,1,0,5,2018-05-17 19:32,3.235833333,1,30,2.241935484,6.433333333,1,,,,,2018-05-17 22:32,
2018-05-17 22:46,1.0,fast,2018-05-17 22:41,2018-05-17 22:48,247,0,1,5,2018-05-17 19:32,3.234444444,1,30,2.241935484,6.433333333,1,,,,,2018-05-17 22:32,
2018-05-17 22:48,4.0,rat_pick,2018-05-17 22:41,2018-05-17 22:48,383,1,1,5,2018-05-17 19:32,3.272222222,1,30,2.241935484,6.433333333,1,,,,,2018-05-17 22:32,
2018-05-17 23:49,3.0,bat_and_rat,2018-05-17 23:49,2018-05-17 23:58,28,1,0,5,2018-05-17 19:32,4.299166667,1,28,2.0,8.983333333,1,,,,,2018-05-17 23:32,
2018-05-17 23:50,1.0,rat,2018-05-17 23:49,2018-05-17 23:58,54,1,0,5,2018-05-17 19:32,4.306388889,1,28,2.0,8.983333333,1,,,,,2018-05-17 23:32,
2018-05-17 23:55,11.0,rat_bat,2018-05-17 23:49,2018-05-17 23:58,348,1,0,5,2018-05-17 19:32,4.388055556,1,28,2.0,8.983333333,1,,,,,2018-05-17 23:32,
2018-05-17 23:55,34.0,rat,2018-05-17 23:49,2018-05-17 23:58,378,1,0,5,2018-05-17 19:32,4.396388889,1,28,2.0,8.983333333,1,,,,,2018-05-17 23:32,
2018-05-17 23:58,16.0,rat_pick,2018-05-17 23:49,2018-05-17 23:58,529,1,1,5,2018-05-17 19:32,4.438333333,1,28,2.0,8.983333333,1,,,,,2018-05-17 23:32,
2018-05-18 05:04,1.0,,2018-05-18 05:03,2018-05-18 05:04,23,0,0,5,2018-05-17 19:32,9.5375,1,11,0.782608696,1.033333333,1,,,,,2018-05-18 05:02,
2018-05-19 22:08,31.0,rat_pick,2018-05-19 22:06,2018-05-19 22:08,126,1,1,5,2018-05-19 19:33,2.593888889,1,29,3.0,2.283333333,1,,,,,2018-05-19 22:03,
2018-05-20 02:50,16.0,,2018-05-20 02:48,2018-05-20 02:51,151,0,0,5,2018-05-19 19:33,7.299722222,1,17,2.0,2.566666667,1,,,,,2018-05-20 02:33,
2018-05-20 21:52,8.0,rat,2018-05-20 21:42,2018-05-20 22:11,624,1,0,5,2018-05-20 19:34,2.311111111,1,10,3.0,21.73333333,1,33.0,3.0,7.15,1.0,2018-05-20 21:34,2018-05-20 22:04
2018-05-21 00:49,1.0,,2018-05-21 00:48,2018-05-21 00:57,21,0,0,5,2018-05-20 19:34,5.253333333,1,17,2.0,8.966666667,1,,,,,2018-05-21 00:34,
2018-05-21 00:53,34.0,fight_rat,2018-05-21 00:48,2018-05-21 00:57,300,1,0,5,2018-05-20 19:34,5.330833333,1,17,2.0,8.966666667,1,,,,,2018-05-21 00:34,
2018-05-21 00:56,35.0,rat_pick,2018-05-21 00:48,2018-05-21 00:57,455,1,1,5,2018-05-20 19:34,5.373888889,1,17,2.0,8.966666667,1,,,,,2018-05-21 00:34,
2018-05-21 02:54,26.0,rat_pick,2018-05-21 02:49,2018-05-21 02:57,271,1,1,5,2018-05-20 19:34,7.338888889,1,21,2.0,7.766666667,1,,,,,2018-05-21 02:34,
2018-05-21 02:54,7.0,,2018-05-21 02:49,2018-05-21 02:57,306,0,0,5,2018-05-20 19:34,7.348611111,1,21,2.0,7.766666667,1,,,,,2018-05-21 02:34,
2018-05-21 02:57,43.0,rat_bat_fight,2018-05-21 02:49,2018-05-21 02:57,455,1,0,5,2018-05-20 19:34,7.39,1,21,2.0,7.766666667,1,,,,,2018-05-21 02:34,
2018-05-21 23:09,0.062303811,,2018-05-21 23:09,2018-05-21 23:09,15,0,0,5,2018-05-21 19:35,3.574166667,1,41,2.0,3.616666667,2,,,,,2018-05-21 23:05,
2018-05-21 23:19,83.0,bat_pick,2018-05-21 23:17,2018-05-21 23:20,116,1,1,5,2018-05-21 19:35,3.736111111,1,41,2.0,3.616666667,2,,,,,2018-05-21 23:05,
2018-05-31 23:34,41.0,,2018-05-31 23:31,2018-05-31 23:34,133,0,0,5,2018-05-31 19:41,3.885833333,1,39,3.0,2.283333333,1,,,,,2018-05-31 23:11,
