start_time,rat_period_start,rat_period_end,sum_rat_minutes,avg_rat_arrival_number,avg_bat_landing_number,avg_food_availability,risk,reward,habit,seconds_after_rat_arrival,bat_landing_to_food,bat_landing_number,food_availability,rat_arrival_number,bat_landing_number2,food_availability2,rat_minutes,rat_minutes2,rat_arrival_number2,month,season,sunset_time,hours_after_sunset,motevation,decision time,rat_encounter
2018-04-26 22:31,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,0,1,fast,340,2.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.238055556,1.5,342.0,158
2018-04-26 22:31,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,1,1,bat_and_pick,343,55.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.238888889,1.5,398.0,158
2018-04-26 22:32,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,0,1,fast,392,3.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.2525,1.5,395.0,158
2018-04-26 22:32,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,0,0,,406,3.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.256388889,1.5,409.0,158
2018-04-26 22:33,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,0,0,,449,1.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.268333333,1.5,450.0,158
2018-04-26 22:33,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,0,0,,479,1.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.276666667,1.5,480.0,158
2018-04-26 22:34,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,1,1,bat_and_pick,519,65.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.287777778,1.5,584.0,158
2018-04-26 22:34,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,1,1,eating_and_bat_and_pick,556,275.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.298055556,1.5,831.0,158
2018-04-26 22:35,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,1,0,bat_figiht,602,2.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.310833333,1.5,604.0,158
2018-04-26 22:35,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,1,0,rat,613,1.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.313888889,1.5,614.0,158
2018-04-26 22:35,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,1,0,bat_fight,594,2.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.308611111,1.5,596.0,158
2018-04-26 22:36,2018-04-26 22:25,2018-04-26 22:36,21.3,2.0,79.0,3.0,1,1,pick_and_others,635,18.0,79,3.0,2,,,21.3,,,4,1,2018-04-26 19:17,3.32,1.5,653.0,158
2018-04-26 23:05,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,0,1,fast,22,0.028315379,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.805,3.0,22.028315379,62
2018-04-26 23:05,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,1,1,pick_and_bat,37,6.0,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.809166667,3.0,43.0,62
2018-04-26 23:05,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,1,0,bat,46,9.0,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.811666667,3.0,55.0,62
2018-04-26 23:05,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,1,0,fight_rat,34,2.0,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.808333333,3.0,36.0,62
2018-04-26 23:05,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,0,1,fast,26,0.044489486,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.806111111,3.0,26.044489486,62
2018-04-26 23:06,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,0,1,pick,110,6.0,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.829444444,3.0,116.0,62
2018-04-26 23:06,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,0,1,fast,87,2.0,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.823055556,3.0,89.0,62
2018-04-26 23:06,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,0,1,pick,96,8.0,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.825555556,3.0,104.0,62
2018-04-26 23:09,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,0,1,pick,273,6.0,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.874722222,3.0,279.0,62
2018-04-26 23:09,2018-04-26 23:04,2018-04-26 23:09,4.983333333,1.0,62.0,3.0,0,1,fast,283,0.039556377,62,3.0,1,,,4.983333333,,,4,1,2018-04-26 19:17,3.8775,3.0,283.039556377,62
2018-04-27 00:24,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,1,bat_pick_rat,10,7.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.126111111,2.483870968,17.0,65
2018-04-27 00:25,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,0,1,fast,65,4.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.141388889,2.483870968,69.0,65
2018-04-27 00:25,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,0,rat,72,0.02018894,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.143333333,2.483870968,72.02018894,65
2018-04-27 00:25,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,0,bat_and_rat,91,47.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.148611111,2.483870968,138.0,65
2018-04-27 00:26,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,0,bat,129,35.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.159166667,2.483870968,164.0,65
2018-04-27 00:26,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,1,bat_and_pick,138,13.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.161666667,2.483870968,151.0,65
2018-04-27 00:27,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,1,bat_and_pick,199,21.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.178611111,2.483870968,220.0,65
2018-04-27 00:27,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,1,bat_and_pick,164,12.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.168888889,2.483870968,176.0,65
2018-04-27 00:27,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,1,bat_and_pick,183,20.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.174166667,2.483870968,203.0,65
2018-04-27 00:27,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,1,bat_and_pick,187,9.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.175277778,2.483870968,196.0,65
2018-04-27 00:28,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,1,0,rat,226,1.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.186111111,2.483870968,227.0,65
2018-04-27 00:28,2018-04-27 00:24,2018-04-27 00:28,4.483333333,1.0,65.0,2.483870968,0,1,pick,231,6.0,65,2.483870968,1,,,4.483333333,,,4,1,2018-04-26 19:17,5.1875,2.483870968,237.0,65
2018-04-27 01:19,2018-04-27 01:18,2018-04-27 01:22,3.966666667,1.0,89.0,2.0,1,0,bat_fight,85,3.0,89,2.0,1,,,3.966666667,,,4,1,2018-04-26 19:17,6.0425,2.0,88.0,89
2018-04-27 01:19,2018-04-27 01:18,2018-04-27 01:22,3.966666667,1.0,89.0,2.0,1,1,bat_and_pick,76,15.0,89,2.0,1,,,3.966666667,,,4,1,2018-04-26 19:17,6.04,2.0,91.0,89
2018-04-27 01:20,2018-04-27 01:18,2018-04-27 01:22,3.966666667,1.0,89.0,2.0,0,1,pick,119,8.0,89,2.0,1,,,3.966666667,,,4,1,2018-04-26 19:17,6.051944444,2.0,127.0,89
2018-04-27 01:20,2018-04-27 01:18,2018-04-27 01:22,3.966666667,1.0,89.0,2.0,0,1,pick,126,10.0,89,2.0,1,,,3.966666667,,,4,1,2018-04-26 19:17,6.053888889,2.0,136.0,89
2018-04-27 01:20,2018-04-27 01:18,2018-04-27 01:22,3.966666667,1.0,89.0,2.0,0,1,pick,142,15.0,89,2.0,1,,,3.966666667,,,4,1,2018-04-26 19:17,6.058333333,2.0,157.0,89
2018-04-27 01:21,2018-04-27 01:18,2018-04-27 01:22,3.966666667,1.0,89.0,2.0,1,1,pick_and_all,223,26.0,89,2.0,1,,,3.966666667,,,4,1,2018-04-26 19:17,6.080833333,2.0,249.0,89
2018-04-27 01:21,2018-04-27 01:18,2018-04-27 01:22,3.966666667,1.0,89.0,2.0,0,0,,231,2.0,89,2.0,1,,,3.966666667,,,4,1,2018-04-26 19:17,6.083055556,2.0,233.0,89
2018-04-27 02:10,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,1,0,rat_and_bat,7,0.050962883,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.899722222,0.7676361712,7.050962883,77
2018-04-27 02:11,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,0,1,pick,47,5.0,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.910833333,0.7676361712,52.0,77
2018-04-27 02:13,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,0,1,fast,140,3.0,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.936666667,0.7676361712,143.0,77
2018-04-27 02:14,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,0,1,pick,246,13.0,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.966111111,0.7676361712,259.0,77
2018-04-27 02:15,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,1,1,all_pick,278,54.0,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.975,0.7676361712,332.0,77
2018-04-27 02:16,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,1,0,rat,318,3.0,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.986111111,0.7676361712,321.0,77
2018-04-27 02:16,2018-04-27 02:10,2018-04-27 02:20,21.450000003,2.5,54.0,1.6972501320000002,1,1,rat_pick_and_bat,366,0.09619989,77,1.919090428,1,31.0,1.475409836,6.133333333,15.31666667,4.0,4,1,2018-04-26 19:17,6.999444444,0.7676361712,366.09619989,77
2018-04-27 02:17,2018-04-27 02:10,2018-04-27 02:20,15.31666667,4.0,31.0,1.475409836,1,0,rat,368,0.063771569,31,1.475409836,4,,,15.31666667,,,4,1,2018-04-26 19:17,7.0,0.368852459,368.063771569,124
2018-04-27 02:19,2018-04-27 02:10,2018-04-27 02:20,15.31666667,4.0,31.0,1.475409836,0,1,pick,537,0.081091814,31,1.475409836,4,,,15.31666667,,,4,1,2018-04-26 19:17,7.046944444,0.368852459,537.081091814,124
2018-04-27 02:39,2018-04-27 02:38,2018-04-27 02:58,27.7,3.0,29.5,1.2654680065,0,1,fast,62,2.0,31,1.475409836,4,28.0,1.055526177,15.31666667,12.38333333,2.0,4,1,2018-04-26 19:17,7.379722222,0.4918032786666667,64.0,124
2018-04-27 02:47,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,0,0,,528,0.090564496,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.509166667,0.5277630885,528.090564496,56
2018-04-27 02:48,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,0,1,fast,570,1.0,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.520833333,0.5277630885,571.0,56
2018-04-27 02:49,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,0,0,,664,14.0,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.546944444,0.5277630885,678.0,56
2018-04-27 02:49,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,0,1,fast,660,2.0,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.545833333,0.5277630885,662.0,56
2018-04-27 02:51,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,0,1,fast,784,0.032779517,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.580277778,0.5277630885,784.032779517,56
2018-04-27 02:52,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,0,1,pick,825,22.0,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.591666667,0.5277630885,847.0,56
2018-04-27 02:52,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,0,1,pick,811,10.0,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.587777778,0.5277630885,821.0,56
2018-04-27 02:53,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,1,1,pick_and_bat,908,11.0,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.614722222,0.5277630885,919.0,56
2018-04-27 02:53,2018-04-27 02:38,2018-04-27 02:58,12.38333333,2.0,28.0,1.055526177,1,1,pick_and_bat,857,0.068238813,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.600555556,0.5277630885,857.068238813,56
2018-04-27 03:01,2018-04-27 03:01,2018-04-27 03:02,12.38333333,2.0,28.0,1.055526177,0,1,fast,17,1.0,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.741666667,0.5277630885,18.0,56
2018-04-27 03:01,2018-04-27 03:01,2018-04-27 03:02,12.38333333,2.0,28.0,1.055526177,0,1,fast,22,2.0,28,1.055526177,2,,,12.38333333,,,4,1,2018-04-26 19:17,7.743055556,0.5277630885,24.0,56
2018-04-27 03:23,2018-04-27 03:22,2018-04-27 03:25,5.516666667,2.0,28.0,1.0,1,0,rat_and_bat,17,0.042707344,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.101388889,0.5,17.042707344,56
2018-04-27 03:23,2018-04-27 03:22,2018-04-27 03:25,5.516666667,2.0,28.0,1.0,0,1,pick,20,13.0,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.102222222,0.5,33.0,56
2018-04-27 03:23,2018-04-27 03:22,2018-04-27 03:25,5.516666667,2.0,28.0,1.0,1,0,bat_and_rat,33,0.043905767,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.105833333,0.5,33.043905767,56
2018-04-27 03:24,2018-04-27 03:22,2018-04-27 03:25,5.516666667,2.0,28.0,1.0,0,1,fast,99,1.0,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.124166667,0.5,100.0,56
2018-04-27 03:25,2018-04-27 03:22,2018-04-27 03:25,5.516666667,2.0,28.0,1.0,1,0,rat,142,0.076705397,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.136111111,0.5,142.076705397,56
2018-04-27 03:25,2018-04-27 03:22,2018-04-27 03:25,5.516666667,2.0,28.0,1.0,0,1,fast,140,3.0,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.135555556,0.5,143.0,56
2018-04-27 03:43,2018-04-27 03:43,2018-04-27 03:46,5.516666667,2.0,28.0,1.0,0,1,fast,38,0.040958086,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.446388889,0.5,38.040958086,56
2018-04-27 03:45,2018-04-27 03:43,2018-04-27 03:46,5.516666667,2.0,28.0,1.0,1,0,bat,160,0.099530937,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.480277778,0.5,160.099530937,56
2018-04-27 03:45,2018-04-27 03:43,2018-04-27 03:46,5.516666667,2.0,28.0,1.0,1,0,bat,168,0.014419381,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.4825,0.5,168.014419381,56
2018-04-27 03:45,2018-04-27 03:43,2018-04-27 03:46,5.516666667,2.0,28.0,1.0,0,0,no_food,166,22.0,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.481944444,0.5,188.0,56
2018-04-27 03:45,2018-04-27 03:43,2018-04-27 03:46,5.516666667,2.0,28.0,1.0,1,0,bat_and_rat,159,0.056999457,28,1.0,2,,,5.516666667,,,4,1,2018-04-26 19:17,8.48,0.5,159.056999457,56
2018-04-27 04:01,2018-04-27 03:59,2018-04-27 04:01,11.58333333,3.0,15.0,1.0,0,1,pick,106,3.0,15,1.0,3,,,11.58333333,,,4,1,2018-04-26 19:17,8.736111111,0.3333333333333333,109.0,45
2018-04-27 04:12,2018-04-27 04:11,2018-04-27 04:16,11.58333333,3.0,15.0,1.0,0,1,pick,106,5.0,15,1.0,3,,,11.58333333,,,4,1,2018-04-26 19:17,8.931666667,0.3333333333333333,111.0,45
2018-04-27 04:36,2018-04-27 04:28,2018-04-27 04:44,30.53333333,2.0,7.0,1.0,1,1,pick_and_rat,445,0.040564984,7,1.0,2,,,30.53333333,,,4,1,2018-04-26 19:17,9.323055556,0.5,445.040564984,14
2018-04-27 21:57,2018-04-27 21:56,2018-04-27 22:00,8.05,5.0,64.0,3.0,1,0,rat,47,8.0,64,3.0,5,,,8.05,,,4,1,2018-04-27 19:18,2.662777778,0.6,55.0,320
2018-04-27 22:00,2018-04-27 21:56,2018-04-27 22:00,8.05,5.0,64.0,3.0,1,0,rat,199,5.0,64,3.0,5,,,8.05,,,4,1,2018-04-27 19:18,2.705,0.6,204.0,320
2018-04-27 22:12,2018-04-27 22:08,2018-04-27 22:12,8.05,5.0,64.0,3.0,1,0,other_bats,214,17.0,64,3.0,5,,,8.05,,,4,1,2018-04-27 19:18,2.9,0.6,231.0,320
2018-04-27 22:41,2018-04-27 22:39,2018-04-27 22:41,2.166666667,1.0,38.0,3.0,1,0,rat,127,1.0,38,3.0,1,,,2.166666667,,,4,1,2018-04-27 19:18,3.389722222,3.0,128.0,38
2018-04-27 23:01,2018-04-27 23:01,2018-04-27 23:12,12.75,2.0,39.0,3.0,0,1,fast,18,2.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.732777778,1.5,20.0,78
2018-04-27 23:02,2018-04-27 23:01,2018-04-27 23:12,12.75,2.0,39.0,3.0,0,1,fast,79,1.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.749722222,1.5,80.0,78
2018-04-27 23:02,2018-04-27 23:01,2018-04-27 23:12,12.75,2.0,39.0,3.0,1,0,other_bats,68,31.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.746666667,1.5,99.0,78
2018-04-27 23:03,2018-04-27 23:01,2018-04-27 23:12,12.75,2.0,39.0,3.0,0,1,fast,105,2.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.756944444,1.5,107.0,78
2018-04-27 23:10,2018-04-27 23:01,2018-04-27 23:12,12.75,2.0,39.0,3.0,0,0,,530,0.032185829,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.875,1.5,530.032185829,78
2018-04-27 23:11,2018-04-27 23:01,2018-04-27 23:12,12.75,2.0,39.0,3.0,1,1,pick_and_others,576,5.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.887777778,1.5,581.0,78
2018-04-27 23:11,2018-04-27 23:01,2018-04-27 23:12,12.75,2.0,39.0,3.0,1,0,bats,592,13.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.892222222,1.5,605.0,78
2018-04-27 23:12,2018-04-27 23:01,2018-04-27 23:12,12.75,2.0,39.0,3.0,1,0,bats,623,15.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.900833333,1.5,638.0,78
2018-04-27 23:16,2018-04-27 23:15,2018-04-27 23:17,12.75,2.0,39.0,3.0,0,1,fast,35,1.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.97,1.5,36.0,78
2018-04-27 23:16,2018-04-27 23:15,2018-04-27 23:17,12.75,2.0,39.0,3.0,0,1,fast,74,3.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.980833333,1.5,77.0,78
2018-04-27 23:17,2018-04-27 23:15,2018-04-27 23:17,12.75,2.0,39.0,3.0,0,1,fast,120,2.0,39,3.0,2,,,12.75,,,4,1,2018-04-27 19:18,3.993611111,1.5,122.0,78
2018-04-27 23:42,2018-04-27 23:41,2018-04-27 23:43,1.533333333,1.0,54.0,3.0,0,1,pick,23,6.0,54,3.0,1,,,1.533333333,,,4,1,2018-04-27 19:18,4.401111111,3.0,29.0,54
2018-04-28 00:07,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,1,1,rat_and_pick,174,11.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.829722222,3.0,185.0,66
2018-04-28 00:10,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,1,0,rat,330,3.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.873055556,3.0,333.0,66
2018-04-28 00:10,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,1,0,bat_fight,365,5.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.882777778,3.0,370.0,66
2018-04-28 00:10,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,0,1,pick,363,6.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.882222222,3.0,369.0,66
2018-04-28 00:10,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,1,0,bat_fight,365,5.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.882777778,3.0,370.0,66
2018-04-28 00:11,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,1,0,rat,408,1.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.894722222,3.0,409.0,66
2018-04-28 00:11,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,0,1,fast,373,2.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.885,3.0,375.0,66
2018-04-28 00:11,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,0,1,pick,401,4.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.892777778,3.0,405.0,66
2018-04-28 00:12,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,0,1,pick,449,6.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.906111111,3.0,455.0,66
2018-04-28 00:12,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,1,0,rat,434,7.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.901944444,3.0,441.0,66
2018-04-28 00:13,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,0,1,pick,497,18.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.919444444,3.0,515.0,66
2018-04-28 00:13,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,1,0,bat_and_rat,544,10.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.9325,3.0,554.0,66
2018-04-28 00:13,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,1,1,pick_and_rat,496,5.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.919166667,3.0,501.0,66
2018-04-28 00:13,2018-04-28 00:04,2018-04-28 00:14,9.316666667,1.0,66.0,3.0,0,1,fast,520,3.0,66,3.0,1,,,9.316666667,,,4,1,2018-04-27 19:18,4.925833333,3.0,523.0,66
2018-04-28 01:06,2018-04-28 01:06,2018-04-28 01:07,2.666666667,2.0,60.0,3.0,0,1,fast,19,1.0,60,3.0,2,,,2.666666667,,,4,1,2018-04-27 19:18,5.808888889,1.5,20.0,120
2018-04-28 01:06,2018-04-28 01:06,2018-04-28 01:07,2.666666667,2.0,60.0,3.0,0,1,fast,35,0.063724824,60,3.0,2,,,2.666666667,,,4,1,2018-04-27 19:18,5.813333333,1.5,35.063724824,120
2018-04-28 01:06,2018-04-28 01:06,2018-04-28 01:07,2.666666667,2.0,60.0,3.0,1,0,others,42,5.0,60,3.0,2,,,2.666666667,,,4,1,2018-04-27 19:18,5.815277778,1.5,47.0,120
2018-04-28 01:07,2018-04-28 01:06,2018-04-28 01:07,2.666666667,2.0,60.0,3.0,0,1,pick,74,6.0,60,3.0,2,,,2.666666667,,,4,1,2018-04-27 19:18,5.824166667,1.5,80.0,120
2018-04-28 02:14,2018-04-28 02:13,2018-04-28 02:14,1.55,1.0,52.0,3.0,1,0,others,55,15.0,52,3.0,1,,,1.55,,,4,1,2018-04-27 19:18,6.935833333,3.0,70.0,52
2018-04-28 02:14,2018-04-28 02:13,2018-04-28 02:14,1.55,1.0,52.0,3.0,0,1,pick,90,4.0,52,3.0,1,,,1.55,,,4,1,2018-04-27 19:18,6.945555556,3.0,94.0,52
2018-04-28 02:22,2018-04-28 02:21,2018-04-28 02:23,2.466666667,3.0,51.0,3.0,1,0,rat_disappear,60,5.0,51,3.0,3,,,2.466666667,,,4,1,2018-04-27 19:18,7.071388889,1.0,65.0,153
2018-04-28 02:22,2018-04-28 02:21,2018-04-28 02:23,2.466666667,3.0,51.0,3.0,0,1,fast,90,0.026148246,51,3.0,3,,,2.466666667,,,4,1,2018-04-27 19:18,7.079722222,1.0,90.026148246,153
2018-04-28 02:49,2018-04-28 02:47,2018-04-28 02:51,4.4,2.0,47.0,2.935104364,0,1,pick,128,7.0,47,2.935104364,2,,,4.4,,,4,1,2018-04-27 19:18,7.530555556,1.467552182,135.0,94
2018-04-28 02:49,2018-04-28 02:47,2018-04-28 02:51,4.4,2.0,47.0,2.935104364,1,1,pick_and_bat,120,7.0,47,2.935104364,2,,,4.4,,,4,1,2018-04-27 19:18,7.528333333,1.467552182,127.0,94
2018-04-28 02:50,2018-04-28 02:47,2018-04-28 02:51,4.4,2.0,47.0,2.935104364,0,1,fast,139,0.08833199,47,2.935104364,2,,,4.4,,,4,1,2018-04-27 19:18,7.533611111,1.467552182,139.08833199,94
